,GAP,Instance,Stack,Weight,Version,Path Length,Expanded,Necessary,Elapsed,Reopens,Generated
210,0,22,7 4 0 3 11 6 5 12 1 13 8 2 9 10 ,1,0,12,13120,3435,1.00349,374,170547
211,0,22,7 4 0 3 11 6 5 12 1 13 8 2 9 10 ,1,1,12,13120,3435,0.897379,374,170547
212,0,22,7 4 0 3 11 6 5 12 1 13 8 2 9 10 ,1,2,12,13120,3435,0.568702,374,170547
375,0,22,7 4 0 3 11 6 5 12 1 13 8 2 9 10 ,1.3,0,13,3651,3984,0.210235,77,47450
376,0,22,7 4 0 3 11 6 5 12 1 13 8 2 9 10 ,1.3,1,13,3651,3984,0.193282,77,47450
377,0,22,7 4 0 3 11 6 5 12 1 13 8 2 9 10 ,1.3,2,14,12550,21234,0.693478,6,163137
504,0,22,7 4 0 3 11 6 5 12 1 13 8 2 9 10 ,1.4,0,14,1599,3224,0.134196,8,20774
505,0,22,7 4 0 3 11 6 5 12 1 13 8 2 9 10 ,1.4,1,14,1599,3224,0.112796,8,20774
506,0,22,7 4 0 3 11 6 5 12 1 13 8 2 9 10 ,1.4,2,14,2172,4163,0.149822,0,28223
717,0,22,7 4 0 3 11 6 5 12 1 13 8 2 9 10 ,1.5,0,14,473,809,0.0195126,3,6136
718,0,22,7 4 0 3 11 6 5 12 1 13 8 2 9 10 ,1.5,1,14,473,809,0.0200627,3,6136
719,0,22,7 4 0 3 11 6 5 12 1 13 8 2 9 10 ,1.5,2,14,463,804,0.0198143,0,6006
861,0,22,7 4 0 3 11 6 5 12 1 13 8 2 9 10 ,1.6,0,14,594,877,0.0299304,5,7709
862,0,22,7 4 0 3 11 6 5 12 1 13 8 2 9 10 ,1.6,1,14,594,877,0.0292871,5,7709
863,0,22,7 4 0 3 11 6 5 12 1 13 8 2 9 10 ,1.6,2,14,587,876,0.0281756,0,7618
999,0,22,7 4 0 3 11 6 5 12 1 13 8 2 9 10 ,1.7,0,14,507,658,0.0361232,1,6578
1000,0,22,7 4 0 3 11 6 5 12 1 13 8 2 9 10 ,1.7,1,14,507,658,0.035227,1,6578
1001,0,22,7 4 0 3 11 6 5 12 1 13 8 2 9 10 ,1.7,2,14,506,658,0.0346679,0,6565
1179,0,22,7 4 0 3 11 6 5 12 1 13 8 2 9 10 ,1.8,0,16,951,2494,0.0542639,8,12350
1180,0,22,7 4 0 3 11 6 5 12 1 13 8 2 9 10 ,1.8,1,16,951,2494,0.0508389,8,12350
1181,0,22,7 4 0 3 11 6 5 12 1 13 8 2 9 10 ,1.8,2,16,943,2479,0.0499333,0,12246
1329,0,22,7 4 0 3 11 6 5 12 1 13 8 2 9 10 ,1.9,0,17,1069,2426,0.0835306,8,13884
1330,0,22,7 4 0 3 11 6 5 12 1 13 8 2 9 10 ,1.9,1,17,1069,2426,0.0735515,8,13884
1331,0,22,7 4 0 3 11 6 5 12 1 13 8 2 9 10 ,1.9,2,17,1020,2367,0.0691759,0,13247
1566,0,22,7 4 0 3 11 6 5 12 1 13 8 2 9 10 ,3,0,19,363,720,0.018305,3,4706
1567,0,22,7 4 0 3 11 6 5 12 1 13 8 2 9 10 ,3,1,20,422,1204,0.0209368,0,5473
1568,0,22,7 4 0 3 11 6 5 12 1 13 8 2 9 10 ,3,2,20,422,1204,0.0201317,0,5473
1587,0,22,7 4 0 3 11 6 5 12 1 13 8 2 9 10 ,2,0,17,922,1855,0.0582428,33,11973
1588,0,22,7 4 0 3 11 6 5 12 1 13 8 2 9 10 ,2,1,18,1248,4197,0.0559122,7,16211
1589,0,22,7 4 0 3 11 6 5 12 1 13 8 2 9 10 ,2,2,18,1120,4055,0.0530668,0,14547
1839,0,22,7 4 0 3 11 6 5 12 1 13 8 2 9 10 ,4,0,21,162,704,0.00822777,0,2093
1840,0,22,7 4 0 3 11 6 5 12 1 13 8 2 9 10 ,4,1,21,162,704,0.00863475,0,2093
1841,0,22,7 4 0 3 11 6 5 12 1 13 8 2 9 10 ,4,2,21,162,704,0.00753531,0,2093
2007,0,22,7 4 0 3 11 6 5 12 1 13 8 2 9 10 ,5,0,24,199,969,0.0182335,0,2574
2008,0,22,7 4 0 3 11 6 5 12 1 13 8 2 9 10 ,5,1,24,199,969,0.0162522,0,2574
2009,0,22,7 4 0 3 11 6 5 12 1 13 8 2 9 10 ,5,2,24,199,969,0.0148044,0,2574
36,0,23,1 10 5 11 6 3 9 12 7 4 8 2 13 0 ,1.1,0,14,76309,18774,3.63015,2021,992004
37,0,23,1 10 5 11 6 3 9 12 7 4 8 2 13 0 ,1.1,1,14,76309,18774,3.29555,2021,992004
38,0,23,1 10 5 11 6 3 9 12 7 4 8 2 13 0 ,1.1,2,14,117283,115412,5.55128,2286,1524666
195,0,23,1 10 5 11 6 3 9 12 7 4 8 2 13 0 ,1.2,0,15,6685,10427,0.34321,146,86892
196,0,23,1 10 5 11 6 3 9 12 7 4 8 2 13 0 ,1.2,1,15,6685,10427,0.29475,146,86892
197,0,23,1 10 5 11 6 3 9 12 7 4 8 2 13 0 ,1.2,2,16,217557,335215,9.87803,757,2828228
297,0,23,1 10 5 11 6 3 9 12 7 4 8 2 13 0 ,1,0,14,76573,18813,4.14608,2024,995436
298,0,23,1 10 5 11 6 3 9 12 7 4 8 2 13 0 ,1,1,14,76573,18813,3.39755,2024,995436
299,0,23,1 10 5 11 6 3 9 12 7 4 8 2 13 0 ,1,2,14,76573,18813,3.37459,2024,995436
408,0,23,1 10 5 11 6 3 9 12 7 4 8 2 13 0 ,1.3,0,15,8153,8517,0.671426,149,105976
409,0,23,1 10 5 11 6 3 9 12 7 4 8 2 13 0 ,1.3,1,15,8153,8517,0.628878,149,105976
410,0,23,1 10 5 11 6 3 9 12 7 4 8 2 13 0 ,1.3,2,16,24718,44270,1.26158,4,321321
585,0,23,1 10 5 11 6 3 9 12 7 4 8 2 13 0 ,1.4,0,16,4838,9972,0.203472,10,62881
586,0,23,1 10 5 11 6 3 9 12 7 4 8 2 13 0 ,1.4,1,16,4838,9972,0.20216,10,62881
587,0,23,1 10 5 11 6 3 9 12 7 4 8 2 13 0 ,1.4,2,16,5272,10149,0.216164,0,68523
714,0,23,1 10 5 11 6 3 9 12 7 4 8 2 13 0 ,1.5,0,17,3602,9697,0.187742,31,46813
715,0,23,1 10 5 11 6 3 9 12 7 4 8 2 13 0 ,1.5,1,17,3602,9697,0.152992,31,46813
716,0,23,1 10 5 11 6 3 9 12 7 4 8 2 13 0 ,1.5,2,17,3563,9581,0.150971,0,46306
879,0,23,1 10 5 11 6 3 9 12 7 4 8 2 13 0 ,1.6,0,17,791,2145,0.0410332,4,10270
880,0,23,1 10 5 11 6 3 9 12 7 4 8 2 13 0 ,1.6,1,17,791,2145,0.0392418,4,10270
881,0,23,1 10 5 11 6 3 9 12 7 4 8 2 13 0 ,1.6,2,17,740,2106,0.0366827,0,9607
993,0,23,1 10 5 11 6 3 9 12 7 4 8 2 13 0 ,1.7,0,17,518,1484,0.0471416,5,6721
994,0,23,1 10 5 11 6 3 9 12 7 4 8 2 13 0 ,1.7,1,17,518,1484,0.040432,5,6721
995,0,23,1 10 5 11 6 3 9 12 7 4 8 2 13 0 ,1.7,2,18,4067,10560,0.300543,0,52858
1188,0,23,1 10 5 11 6 3 9 12 7 4 8 2 13 0 ,1.8,0,17,372,1074,0.0205005,3,4823
1189,0,23,1 10 5 11 6 3 9 12 7 4 8 2 13 0 ,1.8,1,17,372,1074,0.0203392,3,4823
1190,0,23,1 10 5 11 6 3 9 12 7 4 8 2 13 0 ,1.8,2,18,1761,3978,0.09865,0,22880
1401,0,23,1 10 5 11 6 3 9 12 7 4 8 2 13 0 ,1.9,0,17,372,1074,0.0347895,3,4823
1402,0,23,1 10 5 11 6 3 9 12 7 4 8 2 13 0 ,1.9,1,17,372,1074,0.0287074,3,4823
1403,0,23,1 10 5 11 6 3 9 12 7 4 8 2 13 0 ,1.9,2,18,1410,2742,0.0986513,0,18317
1560,0,23,1 10 5 11 6 3 9 12 7 4 8 2 13 0 ,3,0,24,431,1886,0.0360904,0,5590
1561,0,23,1 10 5 11 6 3 9 12 7 4 8 2 13 0 ,3,1,24,431,1886,0.0292428,0,5590
1562,0,23,1 10 5 11 6 3 9 12 7 4 8 2 13 0 ,3,2,24,431,1886,0.0227003,0,5590
1572,0,23,1 10 5 11 6 3 9 12 7 4 8 2 13 0 ,2,0,18,361,848,0.033841,1,4680
1573,0,23,1 10 5 11 6 3 9 12 7 4 8 2 13 0 ,2,1,18,361,848,0.0274573,1,4680
1574,0,23,1 10 5 11 6 3 9 12 7 4 8 2 13 0 ,2,2,18,359,842,0.0237112,0,4654
1773,0,23,1 10 5 11 6 3 9 12 7 4 8 2 13 0 ,4,0,24,147,868,0.0100343,0,1898
1774,0,23,1 10 5 11 6 3 9 12 7 4 8 2 13 0 ,4,1,24,147,868,0.00923986,0,1898
1775,0,23,1 10 5 11 6 3 9 12 7 4 8 2 13 0 ,4,2,24,147,868,0.00879042,0,1898
1995,0,23,1 10 5 11 6 3 9 12 7 4 8 2 13 0 ,5,0,24,267,789,0.0235889,0,3458
1996,0,23,1 10 5 11 6 3 9 12 7 4 8 2 13 0 ,5,1,24,267,789,0.0205138,0,3458
1997,0,23,1 10 5 11 6 3 9 12 7 4 8 2 13 0 ,5,2,24,267,789,0.0184794,0,3458
51,0,24,1 12 13 4 10 7 5 6 2 3 0 8 9 11 ,1.1,0,11,7384,7233,0.427469,128,95979
52,0,24,1 12 13 4 10 7 5 6 2 3 0 8 9 11 ,1.1,1,11,7384,7233,0.363221,128,95979
53,0,24,1 12 13 4 10 7 5 6 2 3 0 8 9 11 ,1.1,2,11,7384,7233,0.290279,128,95979
207,0,24,1 12 13 4 10 7 5 6 2 3 0 8 9 11 ,1.2,0,11,1080,1392,0.0742508,2,14027
208,0,24,1 12 13 4 10 7 5 6 2 3 0 8 9 11 ,1.2,1,11,1080,1392,0.0474901,2,14027
209,0,24,1 12 13 4 10 7 5 6 2 3 0 8 9 11 ,1.2,2,11,1079,1391,0.0456017,1,14014
366,0,24,1 12 13 4 10 7 5 6 2 3 0 8 9 11 ,1.3,0,11,662,936,0.0565577,0,8593
367,0,24,1 12 13 4 10 7 5 6 2 3 0 8 9 11 ,1.3,1,11,662,936,0.0471974,0,8593
368,0,24,1 12 13 4 10 7 5 6 2 3 0 8 9 11 ,1.3,2,11,662,936,0.0470865,0,8593
393,0,24,1 12 13 4 10 7 5 6 2 3 0 8 9 11 ,1,0,11,7384,7233,0.522045,128,95979
394,0,24,1 12 13 4 10 7 5 6 2 3 0 8 9 11 ,1,1,11,7384,7233,0.448602,128,95979
395,0,24,1 12 13 4 10 7 5 6 2 3 0 8 9 11 ,1,2,11,7384,7233,0.401202,128,95979
603,0,24,1 12 13 4 10 7 5 6 2 3 0 8 9 11 ,1.4,0,11,299,510,0.0185209,0,3874
604,0,24,1 12 13 4 10 7 5 6 2 3 0 8 9 11 ,1.4,1,11,299,510,0.0182635,0,3874
605,0,24,1 12 13 4 10 7 5 6 2 3 0 8 9 11 ,1.4,2,11,299,510,0.0181432,0,3874
666,0,24,1 12 13 4 10 7 5 6 2 3 0 8 9 11 ,1.5,0,11,165,376,0.0134735,0,2132
667,0,24,1 12 13 4 10 7 5 6 2 3 0 8 9 11 ,1.5,1,11,165,376,0.0123021,0,2132
668,0,24,1 12 13 4 10 7 5 6 2 3 0 8 9 11 ,1.5,2,11,165,376,0.0113351,0,2132
873,0,24,1 12 13 4 10 7 5 6 2 3 0 8 9 11 ,1.6,0,11,141,303,0.00764882,0,1820
874,0,24,1 12 13 4 10 7 5 6 2 3 0 8 9 11 ,1.6,1,11,141,303,0.00759645,0,1820
875,0,24,1 12 13 4 10 7 5 6 2 3 0 8 9 11 ,1.6,2,11,141,303,0.00738443,0,1820
987,0,24,1 12 13 4 10 7 5 6 2 3 0 8 9 11 ,1.7,0,11,108,220,0.00946639,0,1391
988,0,24,1 12 13 4 10 7 5 6 2 3 0 8 9 11 ,1.7,1,11,108,220,0.00930334,0,1391
989,0,24,1 12 13 4 10 7 5 6 2 3 0 8 9 11 ,1.7,2,11,108,220,0.00923307,0,1391
1158,0,24,1 12 13 4 10 7 5 6 2 3 0 8 9 11 ,1.8,0,11,110,210,0.0118262,0,1417
1159,0,24,1 12 13 4 10 7 5 6 2 3 0 8 9 11 ,1.8,1,11,110,210,0.0106929,0,1417
1160,0,24,1 12 13 4 10 7 5 6 2 3 0 8 9 11 ,1.8,2,11,110,210,0.00994751,0,1417
1479,0,24,1 12 13 4 10 7 5 6 2 3 0 8 9 11 ,1.9,0,11,110,210,0.0127091,0,1417
1480,0,24,1 12 13 4 10 7 5 6 2 3 0 8 9 11 ,1.9,1,11,110,210,0.0112864,0,1417
1481,0,24,1 12 13 4 10 7 5 6 2 3 0 8 9 11 ,1.9,2,11,110,210,0.0104172,0,1417
1551,0,24,1 12 13 4 10 7 5 6 2 3 0 8 9 11 ,2,0,11,81,169,0.00575685,0,1040
1552,0,24,1 12 13 4 10 7 5 6 2 3 0 8 9 11 ,2,1,11,81,169,0.00538192,0,1040
1553,0,24,1 12 13 4 10 7 5 6 2 3 0 8 9 11 ,2,2,11,81,169,0.00522134,0,1040
1590,0,24,1 12 13 4 10 7 5 6 2 3 0 8 9 11 ,3,0,11,84,155,0.00759986,0,1079
1591,0,24,1 12 13 4 10 7 5 6 2 3 0 8 9 11 ,3,1,11,84,155,0.00692788,0,1079
1592,0,24,1 12 13 4 10 7 5 6 2 3 0 8 9 11 ,3,2,11,84,155,0.00680703,0,1079
1770,0,24,1 12 13 4 10 7 5 6 2 3 0 8 9 11 ,4,0,11,126,155,0.00760414,0,1625
1771,0,24,1 12 13 4 10 7 5 6 2 3 0 8 9 11 ,4,1,11,126,155,0.00718757,0,1625
1772,0,24,1 12 13 4 10 7 5 6 2 3 0 8 9 11 ,4,2,11,126,155,0.00667279,0,1625
1998,0,24,1 12 13 4 10 7 5 6 2 3 0 8 9 11 ,5,0,14,179,481,0.0190244,0,2314
1999,0,24,1 12 13 4 10 7 5 6 2 3 0 8 9 11 ,5,1,14,179,481,0.0164974,0,2314
2000,0,24,1 12 13 4 10 7 5 6 2 3 0 8 9 11 ,5,2,14,179,481,0.0148667,0,2314
48,0,25,9 5 12 7 2 11 8 3 6 0 1 4 10 13 ,1.1,0,13,48046,46332,2.41572,1678,624585
49,0,25,9 5 12 7 2 11 8 3 6 0 1 4 10 13 ,1.1,1,13,48046,46332,1.9143,1678,624585
50,0,25,9 5 12 7 2 11 8 3 6 0 1 4 10 13 ,1.1,2,13,47519,46079,1.80853,1401,617734
204,0,25,9 5 12 7 2 11 8 3 6 0 1 4 10 13 ,1.2,0,13,12043,14221,0.598228,295,156546
205,0,25,9 5 12 7 2 11 8 3 6 0 1 4 10 13 ,1.2,1,13,12043,14221,0.49547,295,156546
206,0,25,9 5 12 7 2 11 8 3 6 0 1 4 10 13 ,1.2,2,13,13564,15089,0.540757,74,176319
306,0,25,9 5 12 7 2 11 8 3 6 0 1 4 10 13 ,1,0,12,49228,12447,3.00617,2266,639951
307,0,25,9 5 12 7 2 11 8 3 6 0 1 4 10 13 ,1,1,12,49228,12447,2.8278,2266,639951
308,0,25,9 5 12 7 2 11 8 3 6 0 1 4 10 13 ,1,2,12,49228,12447,2.82409,2266,639951
402,0,25,9 5 12 7 2 11 8 3 6 0 1 4 10 13 ,1.3,0,14,18001,27838,1.31918,324,234000
403,0,25,9 5 12 7 2 11 8 3 6 0 1 4 10 13 ,1.3,1,14,18001,27838,0.940413,324,234000
404,0,25,9 5 12 7 2 11 8 3 6 0 1 4 10 13 ,1.3,2,14,16445,26492,0.639496,4,213772
600,0,25,9 5 12 7 2 11 8 3 6 0 1 4 10 13 ,1.4,0,14,1503,3717,0.0754111,21,19526
601,0,25,9 5 12 7 2 11 8 3 6 0 1 4 10 13 ,1.4,1,14,1503,3717,0.0700505,21,19526
602,0,25,9 5 12 7 2 11 8 3 6 0 1 4 10 13 ,1.4,2,14,1433,3663,0.0608276,0,18616
663,0,25,9 5 12 7 2 11 8 3 6 0 1 4 10 13 ,1.5,0,14,1028,2280,0.0508309,10,13351
664,0,25,9 5 12 7 2 11 8 3 6 0 1 4 10 13 ,1.5,1,14,1028,2280,0.0553002,10,13351
665,0,25,9 5 12 7 2 11 8 3 6 0 1 4 10 13 ,1.5,2,14,935,2036,0.0432924,0,12142
990,0,25,9 5 12 7 2 11 8 3 6 0 1 4 10 13 ,1.7,0,15,1048,2355,0.0795945,6,13611
991,0,25,9 5 12 7 2 11 8 3 6 0 1 4 10 13 ,1.7,1,15,1048,2355,0.0729335,6,13611
992,0,25,9 5 12 7 2 11 8 3 6 0 1 4 10 13 ,1.7,2,16,9265,25257,0.645683,0,120432
1080,0,25,9 5 12 7 2 11 8 3 6 0 1 4 10 13 ,1.6,0,14,1000,1890,0.0807559,12,12987
1081,0,25,9 5 12 7 2 11 8 3 6 0 1 4 10 13 ,1.6,1,14,1000,1890,0.0560709,12,12987
1082,0,25,9 5 12 7 2 11 8 3 6 0 1 4 10 13 ,1.6,2,14,873,1727,0.0485907,0,11336
1149,0,25,9 5 12 7 2 11 8 3 6 0 1 4 10 13 ,1.8,0,15,412,1139,0.0185577,1,5343
1150,0,25,9 5 12 7 2 11 8 3 6 0 1 4 10 13 ,1.8,1,15,412,1139,0.0180874,1,5343
1151,0,25,9 5 12 7 2 11 8 3 6 0 1 4 10 13 ,1.8,2,16,4226,10263,0.183511,0,54925
1485,0,25,9 5 12 7 2 11 8 3 6 0 1 4 10 13 ,1.9,0,15,476,1208,0.0252547,1,6175
1486,0,25,9 5 12 7 2 11 8 3 6 0 1 4 10 13 ,1.9,1,15,476,1208,0.0253291,1,6175
1487,0,25,9 5 12 7 2 11 8 3 6 0 1 4 10 13 ,1.9,2,16,1399,2857,0.0774047,0,18174
1611,0,25,9 5 12 7 2 11 8 3 6 0 1 4 10 13 ,2,0,16,552,1280,0.0270252,3,7163
1612,0,25,9 5 12 7 2 11 8 3 6 0 1 4 10 13 ,2,1,16,542,1278,0.0261258,0,7033
1613,0,25,9 5 12 7 2 11 8 3 6 0 1 4 10 13 ,2,2,16,542,1278,0.0256323,0,7033
1698,0,25,9 5 12 7 2 11 8 3 6 0 1 4 10 13 ,3,0,18,170,360,0.00907862,1,2197
1699,0,25,9 5 12 7 2 11 8 3 6 0 1 4 10 13 ,3,1,18,109,359,0.0057286,0,1404
1700,0,25,9 5 12 7 2 11 8 3 6 0 1 4 10 13 ,3,2,18,109,359,0.00548306,0,1404
1854,0,25,9 5 12 7 2 11 8 3 6 0 1 4 10 13 ,4,0,18,167,351,0.00831728,1,2158
1855,0,25,9 5 12 7 2 11 8 3 6 0 1 4 10 13 ,4,1,18,159,350,0.00732982,0,2054
1856,0,25,9 5 12 7 2 11 8 3 6 0 1 4 10 13 ,4,2,18,159,350,0.00881005,0,2054
2010,0,25,9 5 12 7 2 11 8 3 6 0 1 4 10 13 ,5,0,18,247,331,0.0211456,11,3198
2011,0,25,9 5 12 7 2 11 8 3 6 0 1 4 10 13 ,5,1,20,273,768,0.0210412,0,3536
2012,0,25,9 5 12 7 2 11 8 3 6 0 1 4 10 13 ,5,2,20,273,768,0.0190448,0,3536
45,0,26,1 4 2 0 12 11 9 6 5 13 10 8 7 3 ,1.1,0,13,151217,142514,6.41341,8141,1965808
46,0,26,1 4 2 0 12 11 9 6 5 13 10 8 7 3 ,1.1,1,13,151217,142514,6.08407,8141,1965808
47,0,26,1 4 2 0 12 11 9 6 5 13 10 8 7 3 ,1.1,2,13,149738,141466,6.31029,6919,1946581
201,0,26,1 4 2 0 12 11 9 6 5 13 10 8 7 3 ,1.2,0,13,34253,45320,1.54345,797,445276
202,0,26,1 4 2 0 12 11 9 6 5 13 10 8 7 3 ,1.2,1,13,34253,45320,1.3459,797,445276
203,0,26,1 4 2 0 12 11 9 6 5 13 10 8 7 3 ,1.2,2,13,31441,43027,1.23052,112,408720
303,0,26,1 4 2 0 12 11 9 6 5 13 10 8 7 3 ,1,0,13,196336,183104,10.5346,13112,2552355
304,0,26,1 4 2 0 12 11 9 6 5 13 10 8 7 3 ,1,1,13,196336,183104,10.2062,13112,2552355
305,0,26,1 4 2 0 12 11 9 6 5 13 10 8 7 3 ,1,2,13,196336,183104,9.93007,13112,2552355
399,0,26,1 4 2 0 12 11 9 6 5 13 10 8 7 3 ,1.3,0,13,13320,19912,0.963011,242,173147
400,0,26,1 4 2 0 12 11 9 6 5 13 10 8 7 3 ,1.3,1,13,13320,19912,0.962134,242,173147
401,0,26,1 4 2 0 12 11 9 6 5 13 10 8 7 3 ,1.3,2,13,12198,19018,0.554924,10,158561
606,0,26,1 4 2 0 12 11 9 6 5 13 10 8 7 3 ,1.4,0,13,3603,7010,0.193733,31,46826
607,0,26,1 4 2 0 12 11 9 6 5 13 10 8 7 3 ,1.4,1,13,3603,7010,0.149433,31,46826
608,0,26,1 4 2 0 12 11 9 6 5 13 10 8 7 3 ,1.4,2,13,3249,6741,0.126043,2,42224
711,0,26,1 4 2 0 12 11 9 6 5 13 10 8 7 3 ,1.5,0,13,2328,3803,0.137918,52,30251
712,0,26,1 4 2 0 12 11 9 6 5 13 10 8 7 3 ,1.5,1,13,2328,3803,0.0911343,52,30251
713,0,26,1 4 2 0 12 11 9 6 5 13 10 8 7 3 ,1.5,2,14,8150,20119,0.339558,1,105937
1023,0,26,1 4 2 0 12 11 9 6 5 13 10 8 7 3 ,1.7,0,14,1899,4635,0.139559,49,24674
1024,0,26,1 4 2 0 12 11 9 6 5 13 10 8 7 3 ,1.7,1,14,1899,4635,0.132055,49,24674
1025,0,26,1 4 2 0 12 11 9 6 5 13 10 8 7 3 ,1.7,2,14,1363,3533,0.0964298,0,17706
1182,0,26,1 4 2 0 12 11 9 6 5 13 10 8 7 3 ,1.8,0,14,713,1528,0.0574097,3,9256
1183,0,26,1 4 2 0 12 11 9 6 5 13 10 8 7 3 ,1.8,1,14,713,1528,0.0390968,3,9256
1184,0,26,1 4 2 0 12 11 9 6 5 13 10 8 7 3 ,1.8,2,14,699,1514,0.0285971,0,9074
1359,0,26,1 4 2 0 12 11 9 6 5 13 10 8 7 3 ,1.6,0,13,2474,3245,0.181641,47,32149
1360,0,26,1 4 2 0 12 11 9 6 5 13 10 8 7 3 ,1.6,1,13,2474,3245,0.168008,47,32149
1361,0,26,1 4 2 0 12 11 9 6 5 13 10 8 7 3 ,1.6,2,14,4363,9782,0.285974,1,56706
1482,0,26,1 4 2 0 12 11 9 6 5 13 10 8 7 3 ,1.9,0,14,711,1528,0.0588137,3,9230
1483,0,26,1 4 2 0 12 11 9 6 5 13 10 8 7 3 ,1.9,1,14,711,1528,0.0418735,3,9230
1484,0,26,1 4 2 0 12 11 9 6 5 13 10 8 7 3 ,1.9,2,14,697,1514,0.0371383,0,9048
1671,0,26,1 4 2 0 12 11 9 6 5 13 10 8 7 3 ,2,0,14,229,522,0.0195621,0,2964
1672,0,26,1 4 2 0 12 11 9 6 5 13 10 8 7 3 ,2,1,14,229,522,0.0171492,0,2964
1673,0,26,1 4 2 0 12 11 9 6 5 13 10 8 7 3 ,2,2,14,229,522,0.0160517,0,2964
1674,0,26,1 4 2 0 12 11 9 6 5 13 10 8 7 3 ,3,0,18,140,485,0.00768567,0,1807
1675,0,26,1 4 2 0 12 11 9 6 5 13 10 8 7 3 ,3,1,18,140,485,0.00755711,0,1807
1676,0,26,1 4 2 0 12 11 9 6 5 13 10 8 7 3 ,3,2,18,140,485,0.00762217,0,1807
1851,0,26,1 4 2 0 12 11 9 6 5 13 10 8 7 3 ,4,0,18,100,460,0.00998584,1,1287
1852,0,26,1 4 2 0 12 11 9 6 5 13 10 8 7 3 ,4,1,18,99,458,0.00899791,0,1274
1853,0,26,1 4 2 0 12 11 9 6 5 13 10 8 7 3 ,4,2,18,99,458,0.0083979,0,1274
1992,0,26,1 4 2 0 12 11 9 6 5 13 10 8 7 3 ,5,0,18,100,441,0.00785777,0,1287
1993,0,26,1 4 2 0 12 11 9 6 5 13 10 8 7 3 ,5,1,18,100,441,0.00716478,0,1287
1994,0,26,1 4 2 0 12 11 9 6 5 13 10 8 7 3 ,5,2,18,100,441,0.00696653,0,1287
39,0,27,0 12 9 7 6 2 5 13 11 4 10 8 3 1 ,1.1,0,14,59059,52537,2.68026,2948,767754
40,0,27,0 12 9 7 6 2 5 13 11 4 10 8 3 1 ,1.1,1,14,59059,52537,2.44659,2948,767754
41,0,27,0 12 9 7 6 2 5 13 11 4 10 8 3 1 ,1.1,2,14,57170,51663,2.41629,1744,743197
222,0,27,0 12 9 7 6 2 5 13 11 4 10 8 3 1 ,1.2,0,15,31634,45037,1.47568,1038,411229
223,0,27,0 12 9 7 6 2 5 13 11 4 10 8 3 1 ,1.2,1,15,31634,45037,1.34655,1038,411229
224,0,27,0 12 9 7 6 2 5 13 11 4 10 8 3 1 ,1.2,2,15,27211,41359,1.16793,60,353730
309,0,27,0 12 9 7 6 2 5 13 11 4 10 8 3 1 ,1,0,14,78290,74392,4.64476,3850,1017757
310,0,27,0 12 9 7 6 2 5 13 11 4 10 8 3 1 ,1,1,14,78290,74392,4.44852,3850,1017757
311,0,27,0 12 9 7 6 2 5 13 11 4 10 8 3 1 ,1,2,14,78290,74392,4.44543,3850,1017757
441,0,27,0 12 9 7 6 2 5 13 11 4 10 8 3 1 ,1.3,0,15,5756,9795,0.421267,46,74815
442,0,27,0 12 9 7 6 2 5 13 11 4 10 8 3 1 ,1.3,1,15,5756,9795,0.406727,46,74815
443,0,27,0 12 9 7 6 2 5 13 11 4 10 8 3 1 ,1.3,2,15,24346,27154,1.45776,3,316485
576,0,27,0 12 9 7 6 2 5 13 11 4 10 8 3 1 ,1.4,0,15,2962,4929,0.165642,55,38493
577,0,27,0 12 9 7 6 2 5 13 11 4 10 8 3 1 ,1.4,1,15,2962,4929,0.131216,55,38493
578,0,27,0 12 9 7 6 2 5 13 11 4 10 8 3 1 ,1.4,2,15,12477,10913,0.582925,1,162188
675,0,27,0 12 9 7 6 2 5 13 11 4 10 8 3 1 ,1.5,0,16,4190,7392,0.240244,187,54457
676,0,27,0 12 9 7 6 2 5 13 11 4 10 8 3 1 ,1.5,1,16,4190,7392,0.20763,187,54457
677,0,27,0 12 9 7 6 2 5 13 11 4 10 8 3 1 ,1.5,2,16,5712,12350,0.251355,0,74243
1038,0,27,0 12 9 7 6 2 5 13 11 4 10 8 3 1 ,1.7,0,17,1623,3381,0.11147,18,21086
1039,0,27,0 12 9 7 6 2 5 13 11 4 10 8 3 1 ,1.7,1,17,1623,3381,0.110657,18,21086
1040,0,27,0 12 9 7 6 2 5 13 11 4 10 8 3 1 ,1.7,2,17,1569,3296,0.105161,0,20384
1167,0,27,0 12 9 7 6 2 5 13 11 4 10 8 3 1 ,1.8,0,17,419,724,0.042086,6,5434
1168,0,27,0 12 9 7 6 2 5 13 11 4 10 8 3 1 ,1.8,1,17,419,724,0.0328699,6,5434
1169,0,27,0 12 9 7 6 2 5 13 11 4 10 8 3 1 ,1.8,2,17,331,698,0.0228825,0,4290
1197,0,27,0 12 9 7 6 2 5 13 11 4 10 8 3 1 ,1.6,0,17,4009,9208,0.23833,82,52104
1198,0,27,0 12 9 7 6 2 5 13 11 4 10 8 3 1 ,1.6,1,17,4009,9208,0.218674,82,52104
1199,0,27,0 12 9 7 6 2 5 13 11 4 10 8 3 1 ,1.6,2,17,3245,8205,0.148225,0,42172
1491,0,27,0 12 9 7 6 2 5 13 11 4 10 8 3 1 ,1.9,0,17,407,613,0.0287089,6,5278
1492,0,27,0 12 9 7 6 2 5 13 11 4 10 8 3 1 ,1.9,1,17,407,613,0.0231139,6,5278
